municipality,district
Pohled,['Havlíčkův Brod']
Pohledy,['Svitavy']
Pohleď,['Světlá nad Sázavou']
Pohnánec,['Tábor']
Pohnání,['Tábor']
Pohorovice,['Vodňany']
Pohorská Ves,['Kaplice']
Pohořelice,"['Pohořelice', 'Otrokovice']"
Pohoří,"['Černošice', 'Dobruška']"
Pojbuky,['Tábor']
Pokojov,['Žďár nad Sázavou']
Pokojovice,['Třebíč']
Pokřikov,['Hlinsko']
Polepy,"['Kolín', 'Litoměřice']"
Polerady,"['Brandýs n. Lab.-St.Boleslav', 'Most']"
Polesí,['Pelhřimov']
Polevsko,['Nový Bor']
Poleň,['Klatovy']
Polešovice,['Uherské Hradiště']
Police,"['Moravské Budějovice', 'Mohelnice', 'Valašské Meziříčí']"
Police nad Metují,['Náchod']
Polička,['Polička']
Poličná,['Valašské Meziříčí']
Polkovice,['Přerov']
Polnička,['Žďár nad Sázavou']
Polná,['Jihlava']
Polná na Šumavě,['Český Krumlov']
Polní Chrčice,['Kolín']
Polní Voděrady,['Kolín']
Polom,"['Rychnov nad Kněžnou', 'Hranice']"
Polomí,['Konice']
Polánka,['Nepomuk']
Polště,['Jindřichův Hradec']
Pomezí,['Polička']
Pomezí nad Ohří,['Cheb']
Poniklá,['Jilemnice']
Ponědraž,['Třeboň']
Ponědrážka,['Třeboň']
Ponětovice,['Šlapanice']
Popelín,['Jindřichův Hradec']
Popice,['Hustopeče']
Popovice,"['Benešov', 'Židlochovice', 'Uherské Hradiště']"
Popovičky,['Říčany']
Popůvky,"['Náměšť nad Oslavou', 'Šlapanice']"
Postoloprty,['Louny']
Postupice,['Benešov']
Postřekov,['Domažlice']
Postřelmov,['Zábřeh']
Postřelmůvek,['Zábřeh']
Postřižín,['Kralupy nad Vltavou']
Poteč,['Valašské Klobouky']
Potvorov,['Kralovice']
Potěhy,['Čáslav']
Potštejn,['Rychnov nad Kněžnou']
Potštát,['Hranice']
Potůčky,['Ostrov']
Poustka,['Cheb']
Pouzdřany,['Hustopeče']
Povrly,['Ústí nad Labem']
Pozdeň,['Slaný']
Pozděchov,['Vsetín']
Pozlovice,['Luhačovice']
Pozořice,['Šlapanice']
Pozďatín,['Třebíč']
Počaply,['Příbram']
Počedělice,['Louny']
Počenice-Tetětice,['Kroměříž']
Počepice,['Sedlčany']
Počátky,['Pelhřimov']
Počítky,['Žďár nad Sázavou']
Poříčany,['Český Brod']
Poříčí nad Sázavou,['Benešov']
Poříčí u Litomyšle,['Litomyšl']
Pošná,['Pacov']
Poštovice,['Slaný']
Prace,['Šlapanice']
Pracejovice,['Strakonice']
Prachatice,['Prachatice']
Prachovice,['Chrudim']
Prackovice nad Labem,['Lovosice']
Praha,['x']
Prakšice,['Uherský Brod']
Prameny,['Mariánské Lázně']
Prasek,['Nový Bydžov']
Praskačka,['Hradec Králové']
Prasklice,['Kroměříž']
Praskolesy,['Hořovice']
Pravice,['Znojmo']
Pravlov,['Ivančice']
Pravonín,['Vlašim']
Pravy,['Pardubice']
Pravčice,['Kroměříž']
Pražmo,['Frýdek-Místek']
Prlov,['Vsetín']
Proboštov,['Teplice']
Probulov,['Písek']
Prodašice,['Mladá Boleslav']
Prokopov,['Znojmo']
Proruby,['Rychnov nad Kněžnou']
Prosenice,['Přerov']
Prosenická Lhota,['Sedlčany']
Prosetín,"['Chrudim', 'Bystřice nad Pernštejnem']"
Proseč,"['Chrudim', 'Humpolec']"
Proseč pod Ještědem,['Liberec']
Proseč pod Křemešníkem,['Pelhřimov']
Prosečné,['Vrchlabí']
Prosiměřice,['Znojmo']
Prostiboř,['Stříbro']
Prostějov,['Prostějov']
Prostějovičky,['Prostějov']
Prostřední Bečva,['Rožnov pod Radhoštěm']
Prostřední Poříčí,['Boskovice']
Prosíčka,['Světlá nad Sázavou']
Protivanov,['Prostějov']
Protivín,['Písek']
Provodov,['Zlín']
Provodov-Šonov,['Nové Město nad Metují']
Provodovice,['Hranice']
Provodín,['Česká Lípa']
Prusice,['Říčany']
Prusinovice,['Holešov']
Prusy-Boškůvky,['Vyškov']
Prušánky,['Hodonín']
Prysk,['Nový Bor']
Prádlo,['Nepomuk']
Práče,['Znojmo']
Prášily,['Sušice']
Prštice,['Šlapanice']
Průhonice,['Černošice']
Pržno,"['Vsetín', 'Frýdlant nad Ostravicí']"
Pstruží,['Frýdlant nad Ostravicí']
Psárov,['Tábor']
Psáry,['Černošice']
Psáře,['Vlašim']
Ptení,['Prostějov']
Ptenín,['Přeštice']
Ptice,['Černošice']
Ptýrov,['Mnichovo Hradiště']
Puchlovice,['Hradec Králové']
Puclice,['Horšovský Týn']
Pucov,['Náměšť nad Oslavou']
Puklice,['Jihlava']
Pulečný,['Jablonec nad Nisou']
Pustiměř,['Vyškov']
Pustina,['Vysoké Mýto']
Pustověty,['Rakovník']
Pustá Kamenice,['Polička']
Pustá Polom,['Opava']
Pustá Rybná,['Polička']
Pustějov,['Bílovec']
Putim,['Písek']
Putimov,['Pelhřimov']
Pyšel,['Třebíč']
Pyšely,['Benešov']
Páleč,['Slaný']
Pálovice,['Moravské Budějovice']
Pátek,['Poděbrady']
Písařov,['Šumperk']
Písek,"['Písek', 'Hradec Králové', 'Jablunkov']"
Písečná,"['Žamberk', 'Jeseník', 'Jablunkov']"
Písečné,"['Dačice', 'Bystřice nad Pernštejnem']"
Písková Lhota,"['Mladá Boleslav', 'Poděbrady']"
Pístina,['Jindřichův Hradec']
Písty,['Nymburk']
Píšť,"['Humpolec', 'Hlučín']"
Píšťany,['Litoměřice']
Pěnčín,"['Turnov', 'Železný Brod', 'Prostějov']"
Pětihosty,['Říčany']
Pětikozly,['Mladá Boleslav']
Pětipsy,['Kadaň']
Pěčice,['Mladá Boleslav']
Pěčnov,['Prachatice']
Pěčín,['Rychnov nad Kněžnou']
Pňov-Předhradí,['Kolín']
Pňovany,['Nýřany']
Pňovice,['Litovel']
Přeborov,['Milevsko']
Přebuz,['Kraslice']
Přechovice,['Strakonice']
Přeckov,['Třebíč']
Předboj,['Brandýs n. Lab.-St.Boleslav']
Předenice,['Přeštice']
Předhradí,['Chrudim']
Předklášteří,['Tišnov']
Předmíř,['Blatná']
Předměřice nad Jizerou,['Mladá Boleslav']
Předměřice nad Labem,['Hradec Králové']
Přední Výtoň,['Český Krumlov']
Přední Zborovice,['Strakonice']
Předotice,['Písek']
Předslav,['Klatovy']
Předslavice,['Strakonice']
Předín,['Třebíč']
Přehořov,['Soběslav']
Přehvozdí,['Český Brod']
Přehýšov,['Nýřany']
Přelouč,['Přelouč']
Přelovice,['Přelouč']
Přelíc,['Slaný']
Přemyslovice,['Konice']
Přepeře,"['Mladá Boleslav', 'Turnov']"
Přepychy,"['Dobruška', 'Přelouč']"
Přerov,['Přerov']
Přerov nad Labem,['Lysá nad Labem']
Přerubenice,['Rakovník']
Přeskače,['Znojmo']
Přestanov,['Ústí nad Labem']
Přestavlky,"['Stod', 'Roudnice nad Labem', 'Chrudim', 'Přerov']"
Přestavlky u Čerčan,['Benešov']
Převýšov,['Hradec Králové']
Přezletice,['Brandýs n. Lab.-St.Boleslav']
Přešovice,['Třebíč']
Přeštice,['Přeštice']
Přeštěnice,['Milevsko']
Přešťovice,['Strakonice']
Přibice,['Pohořelice']
Přibyslav,"['Nové Město nad Metují', 'Havlíčkův Brod']"
Přibyslavice,"['Třebíč', 'Rosice']"
Přimda,['Tachov']
Přistoupim,['Český Brod']
Přišimasy,['Český Brod']
Přáslavice,['Olomouc']
Příbor,['Kopřivnice']
Příbram,['Příbram']
Příbram na Moravě,['Rosice']
Příbraz,['Jindřichův Hradec']
Příchovice,['Přeštice']
Přídolí,['Český Krumlov']
Příkazy,['Olomouc']
Příkosice,['Rokycany']
Příkrý,['Semily']
Přílepy,"['Rakovník', 'Holešov']"
Příluka,['Litomyšl']
Příseka,['Světlá nad Sázavou']
Přísečná,['Český Krumlov']
Přísnotice,['Židlochovice']
Přítluky,['Břeclav']
Přívrat,['Česká Třebová']
Přívětice,['Rokycany']
Příčina,['Rakovník']
Příčovy,['Sedlčany']
Příšov,['Nýřany']
Příšovice,['Turnov']
Příštpo,['Třebíč']
Pšov,['Karlovy Vary']
Pšovlky,['Rakovník']
Pšánky,['Hradec Králové']
Rabakov,['Mladá Boleslav']
Rabyně,['Benešov']
Rabí,['Sušice']
Rabštejnská Lhota,['Chrudim']
Racková,['Zlín']
Radenice,['Velké Meziříčí']
Radenín,['Tábor']
Radešín,['Nové Město na Moravě']
Radešínská Svratka,['Nové Město na Moravě']
Radhostice,['Prachatice']
Radhošť,['Vysoké Mýto']
Radim,"['Kolín', 'Jičín']"
Radimovice,['Turnov']
Radimovice u Tábora,['Tábor']
Radimovice u Želče,['Tábor']
Radiměř,['Svitavy']
Radkov,"['Tábor', 'Moravská Třebová', 'Bystřice nad Pernštejnem', 'Telč', 'Vítkov']"
Radkova Lhota,['Přerov']
Radkovice,['Přeštice']
Radkovice u Budče,['Moravské Budějovice']
Radkovice u Hrotovic,['Třebíč']
Radkovy,['Přerov']
Radnice,['Rokycany']
Radomyšl,['Strakonice']
Radonice,"['Brandýs n. Lab.-St.Boleslav', 'Kadaň']"
Radonín,['Třebíč']
Radostice,['Šlapanice']
Radostná pod Kozákovem,['Turnov']
Radostov,['Hradec Králové']
Radostín,"['Havlíčkův Brod', 'Žďár nad Sázavou']"
Radostín nad Oslavou,['Žďár nad Sázavou']
Radotice,['Moravské Budějovice']
Radotín,['Lipník nad Bečvou']
Radovesice,['Lovosice']
Radovesnice I,['Kolín']
Radovesnice Ii,['Kolín']
Radošov,['Třebíč']
Radošovice,"['Vlašim', 'České Budějovice', 'Strakonice']"
Radslavice,"['Vyškov', 'Přerov']"
Raduň,['Opava']
Radvanec,['Nový Bor']
Radvanice,"['Trutnov', 'Přerov']"
Radíkov,['Hranice']
Radíkovice,['Hradec Králové']
Radíč,['Sedlčany']
Radčice,['Železný Brod']
Radějov,['Veselí nad Moravou']
Radějovice,"['Říčany', 'Strakonice']"
Radětice,"['Příbram', 'Tábor']"
Radňoves,['Velké Meziříčí']
Radňovice,['Nové Město na Moravě']
Rajhrad,['Židlochovice']
Rajhradice,['Židlochovice']
Rajnochovice,['Bystřice pod Hostýnem']
Rakousy,['Turnov']
Rakov,['Hranice']
Rakovice,['Písek']
Rakovník,['Rakovník']
Raková,['Rokycany']
Raková u Konice,['Konice']
Rakvice,['Břeclav']
Rakůvka,['Konice']
Ralsko,['Česká Lípa']
Rantířov,['Jihlava']
Raná,"['Louny', 'Hlinsko']"
Rančířov,['Jihlava']
Rapotice,['Náměšť nad Oslavou']
Rapotín,['Šumperk']
Rapšach,['Třeboň']
Rasošky,['Jaroměř']
Raspenava,['Frýdlant']
Rataje,"['Vlašim', 'Tábor', 'Kroměříž']"
Rataje nad Sázavou,['Kutná Hora']
Ratboř,['Kolín']
Ratenice,['Kolín']
Ratiboř,"['Jindřichův Hradec', 'Vsetín']"
Ratibořské Hory,['Tábor']
Ratměřice,['Votice']
Ratíškovice,['Hodonín']
Razová,['Bruntál']
Račetice,['Kadaň']
Račice,"['Rakovník', 'Litoměřice', 'Nové Město na Moravě', 'Třebíč']"
Račice nad Trotinou,['Hradec Králové']
Račice-Pístovice,['Vyškov']
Račiněves,['Roudnice nad Labem']
Račín,['Žďár nad Sázavou']
Raškovice,['Frýdek-Místek']
Rašov,['Tišnov']
Rašovice,"['Kutná Hora', 'Bučovice']"
Rašín,['Hořice']
Ražice,['Písek']
Rebešovice,['Šlapanice']
Rejchartice,['Šumperk']
Rejštejn,['Sušice']
Rešice,['Moravský Krumlov']
Roblín,['Černošice']
Rochlov,['Nýřany']
Rochov,['Litoměřice']
Rodinov,['Pelhřimov']
Rodkov,['Bystřice nad Pernštejnem']
Rodná,['Tábor']
Rodvínov,['Jindřichův Hradec']
Rohatec,['Hodonín']
Rohatsko,['Mladá Boleslav']
Rohenice,['Dobruška']
Rohle,['Zábřeh']
Rohov,['Kravaře']
Rohovládova Bělá,['Pardubice']
Rohozec,"['Čáslav', 'Tišnov']"
Rohoznice,"['Hořice', 'Pardubice']"
Rohozná,"['Svitavy', 'Jihlava']"
Rohy,['Třebíč']
Rojetín,['Tišnov']
Rokle,['Kadaň']
Rokycany,['Rokycany']
Rokytnice,"['Přerov', 'Valašské Klobouky']"
Rokytnice nad Jizerou,['Jilemnice']
Rokytnice nad Rokytnou,['Třebíč']
Rokytnice v Orlických horách,['Rychnov nad Kněžnou']
Rokytno,['Pardubice']
Rokytovec,['Mladá Boleslav']
Rokytá,['Mnichovo Hradiště']
Rokytňany,['Jičín']
Ronov nad Doubravou,['Chrudim']
Ropice,['Třinec']
Roprachtice,['Semily']
Roseč,['Jindřichův Hradec']
Rosice,"['Chrudim', 'Rosice']"
Rosička,"['Jindřichův Hradec', 'Žďár nad Sázavou']"
Rosovice,['Dobříš']
Rostoklaty,['Český Brod']
Rostěnice-Zvonovice,['Vyškov']
Rotava,['Kraslice']
Roubanina,['Boskovice']
Rouchovany,['Třebíč']
Roudnice,['Hradec Králové']
Roudnice nad Labem,['Roudnice nad Labem']
Roudno,['Bruntál']
Roudná,['Soběslav']
Roudné,['České Budějovice']
Roupov,['Přeštice']
Rouské,['Hranice']
Rousměrov,['Velké Meziříčí']
Rousínov,['Vyškov']
Rovensko,['Zábřeh']
Rovensko pod Troskami,['Turnov']
Rovečné,['Bystřice nad Pernštejnem']
Rovná,"['Strakonice', 'Sokolov', 'Pelhřimov']"
Rozdrojovice,['Kuřim']
Rozhovice,['Chrudim']
Rozhraní,['Svitavy']
Rozkoš,['Znojmo']
Rozseč,"['Telč', 'Velké Meziříčí']"
Rozseč nad Kunštátem,['Boskovice']
Rozsochatec,['Havlíčkův Brod']
Rozsochy,['Bystřice nad Pernštejnem']
Rozstání,"['Moravská Třebová', 'Prostějov']"
Rozsíčka,['Boskovice']
Roztoky,"['Černošice', 'Rakovník']"
Roztoky u Jilemnice,['Jilemnice']
Roztoky u Semil,['Semily']
Rozvadov,['Tachov']
Ročov,['Louny']
Roštín,['Kroměříž']
Roštění,['Holešov']
Rožmberk nad Vltavou,['Český Krumlov']
Rožmitál na Šumavě,['Kaplice']
Rožmitál pod Třemšínem,['Příbram']
Rožnov,['Jaroměř']
Rožnov pod Radhoštěm,['Rožnov pod Radhoštěm']
Rožná,['Bystřice nad Pernštejnem']
Rožďalovice,['Nymburk']
Rpety,['Hořovice']
Rtyně nad Bílinou,['Teplice']
Rtyně v Podkrkonoší,['Trutnov']
Ruda,"['Rakovník', 'Velké Meziříčí']"
Ruda nad Moravou,['Šumperk']
Rudice,"['Blansko', 'Uherský Brod']"
Rudimov,['Luhačovice']
Rudka,['Rosice']
Rudlice,['Znojmo']
Rudná,"['Černošice', 'Svitavy']"
Rudná pod Pradědem,['Bruntál']
Rudník,['Vrchlabí']
Rudolec,['Žďár nad Sázavou']
Rudolfov,['České Budějovice']
Rudoltice,['Lanškroun']
Rudíkov,['Třebíč']
Rumburk,['Rumburk']
Ruprechtov,['Vyškov']
Rusava,['Bystřice pod Hostýnem']
Rusín,['Krnov']
Rušinov,['Chotěboř']
Rybitví,['Pardubice']
Rybnice,['Kralovice']
Rybniště,['Varnsdorf']
Rybná nad Zdobnicí,['Rychnov nad Kněžnou']
Rybné,['Jihlava']
Rybník,"['Domažlice', 'Česká Třebová']"
Rybníky,"['Dobříš', 'Moravský Krumlov']"
Rybníček,"['Havlíčkův Brod', 'Vyškov']"
Rybí,['Nový Jičín']
Rychnov na Moravě,['Moravská Třebová']
Rychnov nad Kněžnou,['Rychnov nad Kněžnou']
Rychnov u Jablonce nad Nisou,['Jablonec nad Nisou']
Rychnovek,['Jaroměř']
Rychvald,['Bohumín']
Ryjice,['Ústí nad Labem']
Rymice,['Holešov']
Rynholec,['Rakovník']
Rynoltice,['Liberec']
Rynárec,['Pelhřimov']
Ryžoviště,['Rýmařov']
Ráby,['Pardubice']
Rácovice,['Moravské Budějovice']
Rádlo,['Jablonec nad Nisou']
Rájec,['Zábřeh']
Rájec-Jestřebí,['Blansko']
Ráječko,['Blansko']
Rýmařov,['Rýmařov']
Růžená,['Jihlava']
Růžová,['Děčín']
Růžďka,['Vsetín']
Sadov,['Karlovy Vary']
Sadová,['Hradec Králové']
Sadská,['Nymburk']
Salačova Lhota,['Pacov']
Salaš,['Uherské Hradiště']
Samopše,['Kutná Hora']
Samotišky,['Olomouc']
Samšina,['Jičín']
Samšín,['Pacov']
Sazená,['Slaný']
Sazomín,['Žďár nad Sázavou']
Sazovice,['Zlín']
Sběř,['Jičín']
Schořov,['Čáslav']
Sebečice,['Rokycany']
Sebranice,"['Litomyšl', 'Boskovice']"
Sedlatice,['Telč']
Sedlec,"['Brandýs n. Lab.-St.Boleslav', 'Mladá Boleslav', 'České Budějovice', 'Kralovice', 'Lovosice', 'Náměšť nad Oslavou', 'Mikulov']"
Sedlec-Prčice,['Sedlčany']
Sedlejov,['Telč']
Sedletín,['Chotěboř']
Sedlečko u Soběslavě,['Soběslav']
Sedlice,"['Příbram', 'Blatná', 'Humpolec']"
Sedliště,"['Nepomuk', 'Jičín', 'Litomyšl', 'Frýdek-Místek']"
Sedlnice,['Nový Jičín']
Sedloňov,['Dobruška']
Sedlčany,['Sedlčany']
Sehradice,['Luhačovice']
Sejřek,['Bystřice nad Pernštejnem']
Sekeřice,['Jičín']
Seletice,['Nymburk']
Selmice,['Přelouč']
Seloutky,['Prostějov']
Semanín,['Česká Třebová']
Semechnice,['Dobruška']
Semice,['Lysá nad Labem']
Semily,['Semily']
Semněvice,['Horšovský Týn']
Semtěš,['Čáslav']
Semín,['Přelouč']
Semčice,['Mladá Boleslav']
Sendraž,['Nové Město nad Metují']
Sendražice,['Hradec Králové']
Senec,['Rakovník']
Senetářov,['Blansko']
Senice,['Poděbrady']
Senice na Hané,['Litovel']
Seninka,['Vsetín']
Senička,['Litovel']
Senohraby,['Říčany']
Senomaty,['Rakovník']
Senorady,['Ivančice']
Senožaty,['Humpolec']
Sentice,['Tišnov']
Sepekov,['Milevsko']
Sezemice,"['Mnichovo Hradiště', 'Pardubice']"
Sezimovo Ústí,['Tábor']
Seč,"['Blovice', 'Chrudim', 'Vysoké Mýto']"
Sibřina,['Brandýs n. Lab.-St.Boleslav']
Silůvky,['Šlapanice']
Sirá,['Rokycany']
Sirákov,['Žďár nad Sázavou']
Sivice,['Šlapanice']
Siřejovice,['Lovosice']
Skalice,"['Soběslav', 'Hradec Králové', 'Moravský Krumlov']"
Skalice nad Svitavou,['Boskovice']
Skalice u České Lípy,['Nový Bor']
Skalička,"['Tišnov', 'Hranice']"
Skalka,"['Kyjov', 'Prostějov']"
Skalka u Doks,['Česká Lípa']
Skalná,['Cheb']
Skalsko,['Mladá Boleslav']
Skapce,['Stříbro']
Skašov,['Přeštice']
Skaštice,['Kroměříž']
Sklené,"['Svitavy', 'Žďár nad Sázavou']"
Sklené nad Oslavou,['Velké Meziříčí']
Skomelno,['Rokycany']
Skopytce,['Tábor']
Skorkov,"['Mladá Boleslav', 'Havlíčkův Brod']"
Skoronice,['Kyjov']
Skorotice,['Bystřice nad Pernštejnem']
Skorošice,['Jeseník']
Skotnice,['Kopřivnice']
Skočice,['Vodňany']
Skořenice,['Vysoké Mýto']
Skořice,['Rokycany']
Skrbeň,['Olomouc']
Skrchov,['Boskovice']
Skryje,"['Rakovník', 'Havlíčkův Brod', 'Tišnov']"
Skrýchov u Malšic,['Tábor']
Skršín,['Most']
Skuhrov,"['Beroun', 'Železný Brod', 'Havlíčkův Brod']"
Skuhrov nad Bělou,['Rychnov nad Kněžnou']
Skuteč,['Chrudim']
Skvrňov,['Kolín']
Skály,"['Písek', 'Strakonice']"
Skřinářov,['Velké Meziříčí']
Skřipel,['Hořovice']
Skřipov,['Opava']
Skřivany,['Nový Bydžov']
Skřípov,['Konice']
Slabce,['Rakovník']
Slabčice,['Písek']
Slaná,['Semily']
Slaník,['Strakonice']
Slaný,['Slaný']
Slapsko,['Tábor']
Slapy,"['Černošice', 'Tábor']"
Slatina,"['Kladno', 'Horažďovice', 'Kralovice', 'Lovosice', 'Moravská Třebová', 'Vysoké Mýto', 'Znojmo', 'Bílovec']"
Slatina nad Zdobnicí,['Rychnov nad Kněžnou']
Slatina nad Úpou,['Náchod']
Slatinice,['Olomouc']
Slatinky,['Prostějov']
Slatiny,['Jičín']
Slatiňany,['Chrudim']
Slavhostice,['Jičín']
Slavičky,['Třebíč']
Slavičín,['Luhačovice']
Slavkov,"['Uherský Brod', 'Opava']"
Slavkov pod Hostýnem,['Bystřice pod Hostýnem']
Slavkov u Brna,['Slavkov u Brna']
Slavníč,['Havlíčkův Brod']
Slavonice,['Dačice']
Slavoňov,['Nové Město nad Metují']
Slavošov,['Kutná Hora']
Slavíkov,['Chotěboř']
Slavíkovice,['Moravské Budějovice']
Slavče,['Trhové Sviny']
Slavětice,['Třebíč']
Slavětín,"['Louny', 'Chotěboř', 'Litovel']"
Slavětín nad Metují,['Nové Město nad Metují']
Slepotice,['Pardubice']
Slezské Pavlovice,['Krnov']
Slezské Rudoltice,['Krnov']
Slopné,['Luhačovice']
Sloup,['Blansko']
Sloup v Čechách,['Nový Bor']
Sloupnice,['Litomyšl']
Sloupno,"['Nový Bydžov', 'Chotěboř']"
Sloveč,['Poděbrady']
Slověnice,['Vlašim']
Sluhy,['Brandýs n. Lab.-St.Boleslav']
Slunečná,['Nový Bor']
Slup,['Znojmo']
Slušovice,['Vizovice']
Sluštice,['Říčany']
Služovice,['Opava']
Služátky,['Světlá nad Sázavou']
Smetanova Lhota,['Písek']
Smečno,['Slaný']
Smidary,['Nový Bydžov']
Smilkov,['Votice']
Smilovice,"['Mladá Boleslav', 'Rakovník', 'Třinec']"
Smilovy Hory,['Tábor']
Smiřice,['Hradec Králové']
Smolnice,['Louny']
Smolné Pece,['Karlovy Vary']
Smolotely,['Příbram']
Smrk,['Třebíč']
Smrček,['Chrudim']
Smrčná,['Jihlava']
Smržice,['Prostějov']
Smržov,"['Třeboň', 'Hradec Králové']"
Smržovka,['Tanvald']
Smědčice,['Rokycany']
Snovídky,['Bučovice']
Snědovice,['Litoměřice']
Snět,['Vlašim']
Sněžné,"['Dobruška', 'Nové Město na Moravě']"
Sobkovice,['Žamberk']
Sobotka,['Jičín']
Sobotovice,['Židlochovice']
Sobotín,['Šumperk']
Sobíňov,['Chotěboř']
Sobíšky,['Přerov']
Sobčice,['Hořice']
Soběchleby,['Lipník nad Bečvou']
Soběhrdy,['Benešov']
Soběkury,['Přeštice']
Soběnov,['Kaplice']
Soběraz,['Jičín']
Soběslav,['Soběslav']
Soběslavice,['Turnov']
Soběsuky,['Kroměříž']
Sobětuchy,['Chrudim']
Soběšice,['Sušice']
Soběšovice,['Frýdek-Místek']
Soběšín,['Kutná Hora']
Sobůlky,['Kyjov']
Sojovice,['Mladá Boleslav']
Sokoleč,['Poděbrady']
Sokolnice,['Šlapanice']
Sokolov,['Sokolov']
Solenice,['Příbram']
Solnice,['Rychnov nad Kněžnou']
Sopotnice,['Ústí nad Orlicí']
Sopřeč,['Přelouč']
Sosnová,"['Česká Lípa', 'Opava']"
Sousedovice,['Strakonice']
Soutice,['Vlašim']
Souňov,['Čáslav']
Sovolusky,['Přelouč']
Sovínky,['Mladá Boleslav']
Sovětice,['Hradec Králové']
Spešov,['Blansko']
Spojil,['Pardubice']
Spomyšl,['Mělník']
Spořice,['Chomutov']
Spytihněv,['Otrokovice']
Spálené Poříčí,['Blovice']
Spálov,['Odry']
Spáňov,['Domažlice']
Spělkov,['Nové Město na Moravě']
Srbce,['Prostějov']
Srbeč,['Rakovník']
Srbice,"['Domažlice', 'Teplice']"
Srbsko,['Beroun']
Srbská Kamenice,['Děčín']
Srby,"['Horšovský Týn', 'Nepomuk']"
Srch,['Pardubice']
Srnojedy,['Pardubice']
Srní,['Sušice']
Srnín,['Český Krumlov']
Srubec,['České Budějovice']
Sruby,['Vysoké Mýto']
Stachy,['Vimperk']
Stanovice,"['Karlovy Vary', 'Dvůr Králové nad Labem']"
Stanoviště,['Rosice']
Starkoč,['Čáslav']
Starosedlský Hrádek,['Příbram']
Starovice,['Hustopeče']
Starovičky,['Hustopeče']
Stará Huť,['Dobříš']
Stará Lysá,['Lysá nad Labem']
Stará Paka,['Nová Paka']
Stará Ves,"['Přerov', 'Rýmařov']"
Stará Ves nad Ondřejnicí,['Ostrava']
Stará Voda,"['Mariánské Lázně', 'Hradec Králové']"
Stará Červená Voda,['Jeseník']
Stará Říše,['Telč']
Staré Buky,['Trutnov']
Staré Bříště,['Humpolec']
Staré Hamry,['Frýdlant nad Ostravicí']
Staré Heřminovy,['Bruntál']
Staré Hobzí,['Dačice']
Staré Hodějovice,['České Budějovice']
Staré Hradiště,['Pardubice']
Staré Hrady,['Jičín']
Staré Hutě,['Uherské Hradiště']
Staré Jesenčany,['Pardubice']
Staré Křečany,['Rumburk']
Staré Místo,['Jičín']
Staré Město,"['Moravská Třebová', 'Šumperk', 'Uherské Hradiště', 'Bruntál', 'Frýdek-Místek']"
Staré Město pod Landštejnem,['Jindřichův Hradec']
Staré Sedliště,['Tachov']
Staré Sedlo,"['Tachov', 'Sokolov']"
Staré Smrkovice,['Hořice']
Staré Těchanovice,['Vítkov']
Staré Ždánice,['Pardubice']
Starý Bydžov,['Nový Bydžov']
Starý Hrozenkov,['Uherský Brod']
Starý Jičín,['Nový Jičín']
Starý Kolín,['Kolín']
Starý Mateřov,['Pardubice']
Starý Petřín,['Znojmo']
Starý Plzenec,['Plzeň']
Starý Poddvorov,['Hodonín']
Starý Vestec,['Lysá nad Labem']
Starý Šachov,['Děčín']
Statenice,['Černošice']
Stavenice,['Mohelnice']
Stavěšice,['Kyjov']
Staňkov,"['Třeboň', 'Horšovský Týn']"
Staňkovice,"['Kutná Hora', 'Litoměřice', 'Žatec']"
Stařechovice,['Prostějov']
Stařeč,['Třebíč']
Staříč,['Frýdek-Místek']
Stašov,"['Beroun', 'Polička']"
Stebno,['Ústí nad Labem']
Stehelčeves,['Kladno']
Stehlovice,['Milevsko']
Stochov,['Kladno']
Stod,['Stod']
Stojice,['Přelouč']
Stojčín,['Pelhřimov']
Stolany,['Chrudim']
Stonava,['Karviná']
Stonařov,['Jihlava']
Stošíkovice na Louce,['Znojmo']
Stožec,['Prachatice']
Stožice,['Vodňany']
Strachotice,['Znojmo']
Strachotín,['Hustopeče']
Strachoňovice,['Telč']
Strachujov,['Bystřice nad Pernštejnem']
Stradonice,['Slaný']
Stradouň,['Vysoké Mýto']
Strahovice,['Kravaře']
Strakonice,['Strakonice']
Strakov,['Litomyšl']
Straky,['Nymburk']
Stranný,['Benešov']
Strančice,['Říčany']
Stratov,['Lysá nad Labem']
Stračov,['Hradec Králové']
Strašice,"['Strakonice', 'Rokycany']"
Straškov-Vodochody,['Roudnice nad Labem']
Strašnov,['Mladá Boleslav']
Strašov,['Přelouč']
Strašín,['Sušice']
Stražisko,['Konice']
Strenice,['Mladá Boleslav']
Strhaře,['Tišnov']
Strmilov,['Jindřichův Hradec']
Strojetice,['Vlašim']
Stropešín,['Třebíč']
Struhařov,"['Benešov', 'Říčany']"
Strukov,['Šternberk']
Strunkovice nad Blanicí,['Prachatice']
Strunkovice nad Volyňkou,['Strakonice']
Strupčice,['Chomutov']
Stružinec,['Semily']
Stružnice,['Česká Lípa']
Stružná,['Karlovy Vary']
Stránecká Zhoř,['Velké Meziříčí']
Stránka,['Mělník']
Strání,['Uherský Brod']
Stráž,"['Domažlice', 'Tachov']"
Stráž nad Nežárkou,['Jindřichův Hradec']
Stráž nad Nisou,['Liberec']
Stráž nad Ohří,['Ostrov']
Stráž pod Ralskem,['Česká Lípa']
Strážek,['Bystřice nad Pernštejnem']
Strážiště,['Mnichovo Hradiště']
